product-image-link href,attachment-woocommerce_thumbnail src,hover-img href,attachment-woocommerce_thumbnail src 2,button href,button,wd-entities-title,wd-product-cats,wd-product-cats 2,wd-product-cats href,wd-product-cats 3,wd-product-cats href 2,woocommerce-Price-amount,wd-product-cats 4,wd-product-cats href 3
https://nigahclothing.com/product/nigah-eastern-8/,https://nigahclothing.com/wp-content/uploads/2025/12/1764926168439-01-430x553.jpeg,,,https://nigahclothing.com/shop/?add-to-cart=16050,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,Printed Shirt,https://nigahclothing.com/product-category/stitched/printed-shirt/,"2,190.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-9/,https://nigahclothing.com/wp-content/uploads/2025/12/1764926562146-01-430x589.jpeg,https://nigahclothing.com/product/nigah-eastern-9/,https://nigahclothing.com/wp-content/uploads/2025/12/1764926562146-01-430x589.jpeg,https://nigahclothing.com/shop/?add-to-cart=16053,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,Printed Shirt,https://nigahclothing.com/product-category/stitched/printed-shirt/,"2,790.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-10/,https://nigahclothing.com/wp-content/uploads/2025/12/1000211359-430x589.jpg,https://nigahclothing.com/product/nigah-eastern-10/,https://nigahclothing.com/wp-content/uploads/2025/12/1000211360-430x589.jpg,https://nigahclothing.com/shop/?add-to-cart=16055,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,2 Piece Printed,https://nigahclothing.com/product-category/stitched/2-piece-printed-stitched/,"5,890.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-11/,https://nigahclothing.com/wp-content/uploads/2025/12/1765176493372-01-430x589.jpeg,https://nigahclothing.com/product/nigah-eastern-11/,https://nigahclothing.com/wp-content/uploads/2025/12/1765176528564-01-430x589.jpeg,https://nigahclothing.com/shop/?add-to-cart=16057,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,2 Piece Printed,https://nigahclothing.com/product-category/stitched/2-piece-printed-stitched/,"5,890.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-12/,https://nigahclothing.com/wp-content/uploads/2025/12/1765178687016-01-430x589.jpeg,https://nigahclothing.com/product/nigah-eastern-12/,https://nigahclothing.com/wp-content/uploads/2025/12/1765179036405-01-430x589.jpeg,https://nigahclothing.com/shop/?add-to-cart=16059,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,2 Piece Printed,https://nigahclothing.com/product-category/stitched/2-piece-printed-stitched/,"5,890.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-13/,https://nigahclothing.com/wp-content/uploads/2025/12/1000215081-430x534.jpg,https://nigahclothing.com/product/nigah-eastern-13/,https://nigahclothing.com/wp-content/uploads/2025/12/1000215083-430x519.jpg,https://nigahclothing.com/shop/?add-to-cart=16061,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,2 Piece Printed,https://nigahclothing.com/product-category/stitched/2-piece-printed-stitched/,"5,890.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-14/,https://nigahclothing.com/wp-content/uploads/2025/12/1000211353-430x589.jpg,https://nigahclothing.com/product/nigah-eastern-14/,https://nigahclothing.com/wp-content/uploads/2025/12/1000211362-430x589.jpg,https://nigahclothing.com/shop/?add-to-cart=16063,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,3 Piece Printed,https://nigahclothing.com/product-category/stitched/3-piece-printed-stitched/,"6,990.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-15/,https://nigahclothing.com/wp-content/uploads/2025/12/1764940338859-01-430x589.jpeg,https://nigahclothing.com/product/nigah-eastern-15/,https://nigahclothing.com/wp-content/uploads/2025/12/1764940398578-01-430x589.jpeg,https://nigahclothing.com/shop/?add-to-cart=16065,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,3 Piece Printed,https://nigahclothing.com/product-category/stitched/3-piece-printed-stitched/,"6,990.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-16/,https://nigahclothing.com/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.01.57-AM-430x589.jpeg,https://nigahclothing.com/product/nigah-eastern-16/,https://nigahclothing.com/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.01.58-AM-430x589.jpeg,https://nigahclothing.com/shop/?add-to-cart=16067,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,3 Piece Printed,https://nigahclothing.com/product-category/stitched/3-piece-printed-stitched/,"6,990.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-17/,https://nigahclothing.com/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.02.18-AMcadc-430x589.jpeg,https://nigahclothing.com/product/nigah-eastern-17/,https://nigahclothing.com/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.02.17-AM-430x589.jpeg,https://nigahclothing.com/shop/?add-to-cart=16069,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,3 Piece Printed,https://nigahclothing.com/product-category/stitched/3-piece-printed-stitched/,"6,990.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-18/,https://nigahclothing.com/wp-content/uploads/2025/12/1766700382140-01-430x534.jpeg,,,https://nigahclothing.com/shop/?add-to-cart=16071,Add to cart,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,3 Piece Printed,https://nigahclothing.com/product-category/stitched/3-piece-printed-stitched/,"6,990.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-eastern-19/,https://nigahclothing.com/wp-content/uploads/2025/12/1766700567052-01-430x534.jpeg,https://nigahclothing.com/product/nigah-eastern-19/,https://nigahclothing.com/wp-content/uploads/2025/12/1766700597125-01-430x534.jpeg,https://nigahclothing.com/product/nigah-eastern-19/,Select options,NIGAH EASTERN,", ,",STITCHED,https://nigahclothing.com/product-category/stitched/,3 Piece Printed,https://nigahclothing.com/product-category/stitched/3-piece-printed-stitched/,"2,158.00",Women's Collection,https://nigahclothing.com/product-category/womens-collection/
https://nigahclothing.com/product/nigah-test-product-2/,https://nigahclothing.com/wp-content/uploads/2025/12/1765456815779-01-430x534.jpeg,https://nigahclothing.com/product/nigah-test-product-2/,https://nigahclothing.com/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-15-at-3.02.17-s-430x589.jpeg,https://nigahclothing.com/shop/?add-to-cart=15935,Add to cart,NIGAH WESTERN,",",Coords sets,https://nigahclothing.com/product-category/coords-sets/,Women's Collection,https://nigahclothing.com/product-category/womens-collection/,"7,650.00",,
https://nigahclothing.com/product/15940/,https://nigahclothing.com/wp-content/uploads/2025/12/Gemini_Generated_Image_gaftsogaftsogaft-Copy-01-1-430x534.jpeg,https://nigahclothing.com/product/15940/,https://nigahclothing.com/wp-content/uploads/2025/12/Gemini_Generated_Image_ob78mwob78mwob78-01-1-430x534.jpeg,https://nigahclothing.com/shop/?add-to-cart=15940,Add to cart,NIGAH WESTERN,",",Coords sets,https://nigahclothing.com/product-category/coords-sets/,Women's Collection,https://nigahclothing.com/product-category/womens-collection/,"7,190.00",,
